formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.490	Steroids	0.098	Open-chain polyketides	0.057	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.585	Amino acids and derivatives	0.578	Amino acids and derivatives	0.578	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	778	592793485432531903	592789508280138269	1682
1	C38H58O7	[M + H3N + H]+	C38H62NO7+	Terpenoids	0.869	Carotenoids (C40)	0.477	Open-chain polyketides	0.099	Lipids and lipid-like molecules	0.976	Prenol lipids	0.868					Prenol lipids	0.868	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	644.452	644	592792144656139217	592789508334664226	1683
1	C38H58O7	[M + H3N + H]+	C38H62NO7+	Terpenoids	0.895	Triterpenoids	0.200	Open-chain polyketides	0.031	Lipids and lipid-like molecules	0.947	Prenol lipids	0.824					Prenol lipids	0.824	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	644.452	633	592792120421450362	592789508393384487	1684
2	C35H62O9	[M + H3N + H]+	C35H66NO9+	Terpenoids	0.556	Triterpenoids	0.416	Open-chain polyketides	0.369	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.798	Glycosyl compounds	0.565	O-glycosyl compounds	0.530	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	644.473	627	592792080407789639	592789508452104748	1685
1	C34H72NO6P	[M + Na]+	C34H72NNaO6P+	Fatty acids	0.999	Glycerophospholipids	0.992	Glycerophosphoethanolamines	0.843	Lipids and lipid-like molecules	0.466	Glycerophospholipids	0.949					Glycerophospholipids	0.949	Organic compounds; Glycerolipids; Ethers; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Dialkyl ethers; Phosphoethanolamines; Glycerol ethers; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	644.494	663	592792700309150283	592789508510825009	1686
11	C40H66O5	[M + H3N + H]+	C40H70NO5+	Fatty acids	0.982	Glycerolipids	0.996	Diacylglycerols	0.988	Lipids and lipid-like molecules	0.991	Glycerolipids	0.969	Diradylglycerols	0.855	Diacylglycerols	0.851	1,2-diacylglycerols	0.832	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	644.521	639	592792232749107250	592789508573739574	1687
2	C35H66N2O7	[M + H3N + H]+	C35H70N3O7+	Fatty acids	0.937	Spingolipids	0.179	Neutral glycosphingolipids	0.142	Lipids and lipid-like molecules	0.970	Fatty Acyls	0.899	Fatty amides	0.816	N-acyl amines	0.757	N-acyl amines	0.757	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	644.521	639	592792216789780340	592789508632459835	1688
6	C39H64O6	[M + H3N + H]+	C39H68NO6+	Terpenoids	0.764	Glycerolipids	0.739	Diacylglycerols	0.462	Lipids and lipid-like molecules	0.994	Steroids and steroid derivatives	0.735	Steroid esters	0.700			Steroid esters	0.700	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Steroid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	646.504	655	592792472239673507	592789508691180096	1689
1	C33H44N4O8	[M + Na]+	C33H44N4NaO8+	Amino acids and Peptides	0.850	Oligopeptides	0.838	Lipopeptides	0.268	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.698	Amino acids and derivatives	0.675	Amino acids and derivatives	0.675	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	647.307	473	592791020813338483	592789508749900357	1690
1	C31H43N7O7	[M + Na]+	C31H43N7NaO7+	Amino acids and Peptides	0.479	Pseudoalkaloids (transamidation)	0.185	Purine nucleosides	0.101	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.950	Amino acids and derivatives	0.948	N-acyl-alpha amino acids and derivatives	0.700	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; Benzenoids; Amines; Primary amines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	648.313	383	592790691753408990	592789508808620618	1691
1	C37H55NO7	[M + Na]+	C37H55NNaO7+	Polyketides	0.369	Macrolides	0.586	Open-chain polyketides	0.422	Lipids and lipid-like molecules	0.725							Lipids and lipid-like molecules	0.725	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	648.390	671	592792611201160793	592789508863146575	1692
4	C39H68O6	[M + H3N + H]+	C39H72NO6+	Fatty acids	0.786	Glycerolipids	0.898	Diacylglycerols	0.688	Lipids and lipid-like molecules	0.947	Fatty Acyls	0.893	Fatty acid esters	0.758			Fatty acid esters	0.758	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	650.536	660	592792297416886995	592789508921866836	1693
1	C33H44N2O7S	[M + K]+	C33H44KN2O7S+	Amino acids and Peptides	0.508	Macrolides	0.474	Epothilones	0.060	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.992	Amino acids, peptides, and analogues	0.907	Amino acids and derivatives	0.905	Alpha amino acids and derivatives	0.929	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Ketones; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	651.252	413	592791222773274301	592789508976392793	1694
4	C39H70O6	[M + H3N + H]+	C39H74NO6+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.967	Lipids and lipid-like molecules	0.983	Glycerolipids	0.996	Diradylglycerols	0.782	Diacylglycerols	0.805	1,2-diacylglycerols	0.824	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	652.551	661	592792940764405328	592789509035113054	1695
4	C34H46O11	[M + Na]+	C34H46NaO11+	Polyketides	0.484	Triterpenoids	0.334	Tetraketide meroterpenoids	0.212	Lipids and lipid-like molecules	0.802	Steroids and steroid derivatives	0.662					Steroids and steroid derivatives	0.662	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	653.297	704	592793203415918160	592789509093833315	1696
1	C36H46O12	[M - H2O + H]+	C36H45O11+	Terpenoids	0.550	Triterpenoids	0.559	Limonoids	0.108	Lipids and lipid-like molecules	0.794	Prenol lipids	0.569					Prenol lipids	0.569	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	653.297	694	592793140077733261	592789509148359272	1697
4	C39H72O6	[M + H3N + H]+	C39H76NO6+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.937	Lipids and lipid-like molecules	0.988	Glycerolipids	0.998	Triradylcglycerols	0.524			Triradylcglycerols	0.524	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	654.566	662	592792637100988177	592789509202885229	1698
3	C36H46O11	[M + H]+	C36H47O11+	Polyketides	0.811	Aromatic polyketides	0.245	Depsides and depsidones	0.169	Benzenoids	0.701							Benzenoids	0.701	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	655.313	642	592792207470036691	592789509261605490	1699
1	C23H39N9O8S2	[M + Na]+	C23H39N9NaO8S2+	Amino acids and Peptides	0.809	Oligopeptides	0.864	Linear peptides	0.109	Organic acids and derivatives	0.981	Carboxylic acids and derivatives	0.943	Amino acids, peptides, and analogues	0.927	Amino acids and derivatives	0.922	N-acyl-alpha amino acids and derivatives	0.509	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Diazines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	656.227	695	592793131135477017	592789509316131447	1700
1	C36H68NO8P	[M - H2O + H]+	C36H67NO7P+	Fatty acids	0.998	Glycerophospholipids	0.846	Glycerophosphocholines	0.278	Lipids and lipid-like molecules	0.924	Glycerophospholipids	0.677					Glycerophospholipids	0.677	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Carboxylic acid derivatives; Phosphoethanolamines; Secondary alcohols; Carbonyl compounds; Amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	656.466	778	592793478759394171	592789509374851708	1701
